observation_id,entity_type,entity_id,city,province,segment,capability_id,indicator_name,indicator_value,indicator_unit,evidence_type,confidence,source_id,year,notes
obs_0113,city,sig_005,Bao'an / Shenzhen,Guangdong,etch_clean,,District-level urgent-shortage talent pool signal,present,qualitative,shortage_signal,medium,CN_SHORT_BAOAN_2025,2025,Announcement summarizes district shortage directory; use attachment for detailed rows later.
obs_0114,city,sig_006,Bao'an / Shenzhen,Guangdong,deposition,,District-level urgent-shortage talent pool signal,present,qualitative,shortage_signal,medium,CN_SHORT_BAOAN_2025,2025,Announcement summarizes district shortage directory; use attachment for detailed rows later.
obs_0115,city,sig_007,Bao'an / Shenzhen,Guangdong,metrology_inspection,,District-level urgent-shortage talent pool signal,present,qualitative,shortage_signal,medium,CN_SHORT_BAOAN_2025,2025,Announcement summarizes district shortage directory; use attachment for detailed rows later.
obs_0116,city,sig_008,Tianjin,Tianjin,etch_clean,,High-level and urgent-shortage talent directory includes IC chain context,present,qualitative,shortage_signal,medium,CN_SHORT_TJ_DIR_2023,2023,Multi-industry source; semiconductor equipment roles need filtering.
obs_0117,city,sig_009,Tianjin,Tianjin,deposition,,High-level and urgent-shortage talent directory includes IC chain context,present,qualitative,shortage_signal,medium,CN_SHORT_TJ_DIR_2023,2023,Multi-industry source; semiconductor equipment roles need filtering.
obs_0118,city,sig_010,Tianjin,Tianjin,metrology_inspection,,High-level and urgent-shortage talent directory includes IC chain context,present,qualitative,shortage_signal,medium,CN_SHORT_TJ_DIR_2023,2023,Multi-industry source; semiconductor equipment roles need filtering.
obs_0119,city,sig_011,Chengdu-Chongqing,Sichuan/Chongqing,etch_clean,,Regional urgent-shortage talent directory relevant to electronics and advanced manufacturing,present,qualitative,shortage_signal,medium,CN_SHORT_CY_DIR_2023,2023,Regional source; filter semiconductor/equipment roles from broader clusters.
obs_0120,city,sig_012,Chengdu-Chongqing,Sichuan/Chongqing,deposition,,Regional urgent-shortage talent directory relevant to electronics and advanced manufacturing,present,qualitative,shortage_signal,medium,CN_SHORT_CY_DIR_2023,2023,Regional source; filter semiconductor/equipment roles from broader clusters.
obs_0121,city,sig_013,Chengdu-Chongqing,Sichuan/Chongqing,metrology_inspection,,Regional urgent-shortage talent directory relevant to electronics and advanced manufacturing,present,qualitative,shortage_signal,medium,CN_SHORT_CY_DIR_2023,2023,Regional source; filter semiconductor/equipment roles from broader clusters.
obs_0122,city,sig_014,Shanghai,Shanghai,etch_clean,,Shanghai shortage and IC cluster policy context,present,qualitative,shortage_signal,medium,CN_SHORT_SH_DIR_2020,2020,"Older source; useful as historical benchmark, not current shortage magnitude."
obs_0123,city,sig_015,Shanghai,Shanghai,deposition,,Shanghai shortage and IC cluster policy context,present,qualitative,shortage_signal,medium,CN_SHORT_SH_DIR_2020,2020,"Older source; useful as historical benchmark, not current shortage magnitude."
obs_0124,city,sig_016,Shanghai,Shanghai,metrology_inspection,,Shanghai shortage and IC cluster policy context,present,qualitative,shortage_signal,medium,CN_SHORT_SH_DIR_2020,2020,"Older source; useful as historical benchmark, not current shortage magnitude."
obs_0125,city,sig_017,Shanghai,Shanghai,lithography_sidebar,,Shanghai shortage and IC cluster policy context,present,qualitative,shortage_signal,medium,CN_SHORT_SH_DIR_2020,2020,"Older source; useful as historical benchmark, not current shortage magnitude."
obs_0126,city,sig_018,Shanghai,Shanghai,etch_clean,,Lingang Oriental Chip Port cluster signal,present,qualitative,industry_presence,high,CN_PARK_ORIENTAL_CHIP_PORT,2024,Park-level evidence of IC cluster; not a direct talent count.
obs_0127,city,sig_019,Shanghai,Shanghai,deposition,,Lingang Oriental Chip Port cluster signal,present,qualitative,industry_presence,high,CN_PARK_ORIENTAL_CHIP_PORT,2024,Park-level evidence of IC cluster; not a direct talent count.
obs_0128,city,sig_020,Shanghai,Shanghai,metrology_inspection,,Lingang Oriental Chip Port cluster signal,present,qualitative,industry_presence,high,CN_PARK_ORIENTAL_CHIP_PORT,2024,Park-level evidence of IC cluster; not a direct talent count.
obs_0129,city,sig_021,Shanghai,Shanghai,lithography_sidebar,,Lingang Oriental Chip Port cluster signal,present,qualitative,industry_presence,high,CN_PARK_ORIENTAL_CHIP_PORT,2024,Park-level evidence of IC cluster; not a direct talent count.
obs_0130,city,sig_022,Beijing,Beijing,etch_clean,,Beijing E-Town IC chain cluster signal,present,qualitative,industry_presence,high,CN_PARK_BEIJING_ETOWN_IC,2023,"Cluster release says the IC chain includes equipment, parts, and materials; not a direct talent count."
obs_0131,city,sig_023,Beijing,Beijing,deposition,,Beijing E-Town IC chain cluster signal,present,qualitative,industry_presence,high,CN_PARK_BEIJING_ETOWN_IC,2023,"Cluster release says the IC chain includes equipment, parts, and materials; not a direct talent count."
obs_0132,city,sig_024,Beijing,Beijing,metrology_inspection,,Beijing E-Town IC chain cluster signal,present,qualitative,industry_presence,high,CN_PARK_BEIJING_ETOWN_IC,2023,"Cluster release says the IC chain includes equipment, parts, and materials; not a direct talent count."
obs_0133,city,sig_025,Beijing,Beijing,lithography_sidebar,,Beijing E-Town IC chain cluster signal,present,qualitative,industry_presence,high,CN_PARK_BEIJING_ETOWN_IC,2023,"Cluster release says the IC chain includes equipment, parts, and materials; not a direct talent count."
obs_0134,city,sig_026,Suzhou,Jiangsu,deposition,,Suzhou Industrial Park IC equipment/action-plan signal,present,qualitative,official_policy,high,CN_PARK_SIP_IC,2022,Action plan names equipment directions and targets; not direct headcount.
obs_0135,city,sig_027,Suzhou,Jiangsu,metrology_inspection,,Suzhou Industrial Park IC equipment/action-plan signal,present,qualitative,official_policy,high,CN_PARK_SIP_IC,2022,Action plan names equipment directions and targets; not direct headcount.
obs_0136,city,sig_028,Suzhou,Jiangsu,lithography_sidebar,,Suzhou Industrial Park IC equipment/action-plan signal,present,qualitative,official_policy,high,CN_PARK_SIP_IC,2022,Action plan names equipment directions and targets; not direct headcount.
obs_0137,city,sig_029,Xiamen,Fujian,etch_clean,,Haicang IC Park ecosystem signal,present,qualitative,industry_presence,medium,CN_PARK_HAICANG_IC,2024,Park profile; counts and tenants may change.
obs_0138,city,sig_030,Xiamen,Fujian,deposition,,Haicang IC Park ecosystem signal,present,qualitative,industry_presence,medium,CN_PARK_HAICANG_IC,2024,Park profile; counts and tenants may change.
obs_0139,city,sig_031,Xiamen,Fujian,metrology_inspection,,Haicang IC Park ecosystem signal,present,qualitative,industry_presence,medium,CN_PARK_HAICANG_IC,2024,Park profile; counts and tenants may change.
obs_0140,proxy_source,CN_PROXY_CNIPA_PSS,,,etch_clean,,Patent/IP search proxy,available,qualitative,research_output_proxy,medium,CN_PROXY_CNIPA_PSS,2026,"Proxy source should be queried with segment-specific keyword design; this row records availability, not output volume."
obs_0141,proxy_source,CN_PROXY_CNIPA_PSS,,,deposition,,Patent/IP search proxy,available,qualitative,research_output_proxy,medium,CN_PROXY_CNIPA_PSS,2026,"Proxy source should be queried with segment-specific keyword design; this row records availability, not output volume."
obs_0142,proxy_source,CN_PROXY_CNIPA_PSS,,,metrology_inspection,,Patent/IP search proxy,available,qualitative,research_output_proxy,medium,CN_PROXY_CNIPA_PSS,2026,"Proxy source should be queried with segment-specific keyword design; this row records availability, not output volume."
obs_0143,proxy_source,CN_PROXY_CNIPA_PSS,,,lithography_sidebar,,Patent/IP search proxy,available,qualitative,research_output_proxy,medium,CN_PROXY_CNIPA_PSS,2026,"Proxy source should be queried with segment-specific keyword design; this row records availability, not output volume."
obs_0144,proxy_source,CN_PROXY_NSFC,,,etch_clean,,Research grant proxy,available,qualitative,research_output_proxy,medium,CN_PROXY_NSFC,2026,"Proxy source should be queried with segment-specific keyword design; this row records availability, not output volume."
obs_0145,proxy_source,CN_PROXY_NSFC,,,deposition,,Research grant proxy,available,qualitative,research_output_proxy,medium,CN_PROXY_NSFC,2026,"Proxy source should be queried with segment-specific keyword design; this row records availability, not output volume."
obs_0146,proxy_source,CN_PROXY_NSFC,,,metrology_inspection,,Research grant proxy,available,qualitative,research_output_proxy,medium,CN_PROXY_NSFC,2026,"Proxy source should be queried with segment-specific keyword design; this row records availability, not output volume."
obs_0147,proxy_source,CN_PROXY_NSFC,,,lithography_sidebar,,Research grant proxy,available,qualitative,research_output_proxy,medium,CN_PROXY_NSFC,2026,"Proxy source should be queried with segment-specific keyword design; this row records availability, not output volume."
obs_0148,proxy_source,CN_PROXY_WANFANG,,,etch_clean,,Chinese literature/thesis proxy,available,qualitative,research_output_proxy,medium,CN_PROXY_WANFANG,2026,"Proxy source should be queried with segment-specific keyword design; this row records availability, not output volume."
obs_0149,proxy_source,CN_PROXY_WANFANG,,,deposition,,Chinese literature/thesis proxy,available,qualitative,research_output_proxy,medium,CN_PROXY_WANFANG,2026,"Proxy source should be queried with segment-specific keyword design; this row records availability, not output volume."
obs_0150,proxy_source,CN_PROXY_WANFANG,,,metrology_inspection,,Chinese literature/thesis proxy,available,qualitative,research_output_proxy,medium,CN_PROXY_WANFANG,2026,"Proxy source should be queried with segment-specific keyword design; this row records availability, not output volume."
obs_0151,proxy_source,CN_PROXY_WANFANG,,,lithography_sidebar,,Chinese literature/thesis proxy,available,qualitative,research_output_proxy,medium,CN_PROXY_WANFANG,2026,"Proxy source should be queried with segment-specific keyword design; this row records availability, not output volume."
obs_0152,proxy_source,CN_PROXY_NSTRS,,,etch_clean,,National technical-report proxy,available,qualitative,research_output_proxy,medium,CN_PROXY_NSTRS,2026,"Proxy source should be queried with segment-specific keyword design; this row records availability, not output volume."
obs_0153,proxy_source,CN_PROXY_NSTRS,,,deposition,,National technical-report proxy,available,qualitative,research_output_proxy,medium,CN_PROXY_NSTRS,2026,"Proxy source should be queried with segment-specific keyword design; this row records availability, not output volume."
obs_0154,proxy_source,CN_PROXY_NSTRS,,,metrology_inspection,,National technical-report proxy,available,qualitative,research_output_proxy,medium,CN_PROXY_NSTRS,2026,"Proxy source should be queried with segment-specific keyword design; this row records availability, not output volume."
obs_0155,proxy_source,CN_PROXY_NSTRS,,,lithography_sidebar,,National technical-report proxy,available,qualitative,research_output_proxy,medium,CN_PROXY_NSTRS,2026,"Proxy source should be queried with segment-specific keyword design; this row records availability, not output volume."
obs_0156,source,SEC_CSET_SME_2021,,,metrology_inspection,,Secondary benchmark source for China SME weaknesses,available,qualitative,expert_secondary,medium,SEC_CSET_SME_2021,2026,Use for framing only; not a primary PRC observation row.
obs_0157,source,SEC_CSET_SME_2021,,,lithography_sidebar,,Secondary benchmark source for China SME weaknesses,available,qualitative,expert_secondary,medium,SEC_CSET_SME_2021,2026,Use for framing only; not a primary PRC observation row.
obs_0158,source,SEC_CSET_BEIJING_2025,,,etch_clean,,Secondary current framing on Chinese tool-segment progress,available,qualitative,expert_secondary,medium,SEC_CSET_BEIJING_2025,2026,Use for framing only; not a primary PRC observation row.
obs_0159,source,SEC_CSET_BEIJING_2025,,,deposition,,Secondary current framing on Chinese tool-segment progress,available,qualitative,expert_secondary,medium,SEC_CSET_BEIJING_2025,2026,Use for framing only; not a primary PRC observation row.
obs_0160,source,SEC_CSET_BEIJING_2025,,,metrology_inspection,,Secondary current framing on Chinese tool-segment progress,available,qualitative,expert_secondary,medium,SEC_CSET_BEIJING_2025,2026,Use for framing only; not a primary PRC observation row.
obs_0161,source,SEC_CSET_BEIJING_2025,,,lithography_sidebar,,Secondary current framing on Chinese tool-segment progress,available,qualitative,expert_secondary,medium,SEC_CSET_BEIJING_2025,2026,Use for framing only; not a primary PRC observation row.
obs_0162,source,SEC_MCKINSEY_TALENT_2024,,,etch_clean,,Global semiconductor talent-gap framing,available,qualitative,expert_secondary,medium,SEC_MCKINSEY_TALENT_2024,2026,Use for framing only; not a primary PRC observation row.
obs_0163,source,SEC_MCKINSEY_TALENT_2024,,,deposition,,Global semiconductor talent-gap framing,available,qualitative,expert_secondary,medium,SEC_MCKINSEY_TALENT_2024,2026,Use for framing only; not a primary PRC observation row.
obs_0164,source,SEC_MCKINSEY_TALENT_2024,,,metrology_inspection,,Global semiconductor talent-gap framing,available,qualitative,expert_secondary,medium,SEC_MCKINSEY_TALENT_2024,2026,Use for framing only; not a primary PRC observation row.
obs_0165,source,SEC_DELOITTE_2026,,,etch_clean,,Global semiconductor outlook/talent availability framing,available,qualitative,expert_secondary,medium,SEC_DELOITTE_2026,2026,Use for framing only; not a primary PRC observation row.
obs_0166,source,SEC_DELOITTE_2026,,,deposition,,Global semiconductor outlook/talent availability framing,available,qualitative,expert_secondary,medium,SEC_DELOITTE_2026,2026,Use for framing only; not a primary PRC observation row.
obs_0167,source,SEC_DELOITTE_2026,,,metrology_inspection,,Global semiconductor outlook/talent availability framing,available,qualitative,expert_secondary,medium,SEC_DELOITTE_2026,2026,Use for framing only; not a primary PRC observation row.
obs_0168,company,ent_amec,Shanghai,Shanghai,etch_clean,,Listed-company filing signal,available,qualitative,industry_presence,medium,CN_FILING_AMEC_2025,2025,Corporate filing evidence: etch product maturity and R&D composition
obs_0169,company,ent_naura,Beijing,Beijing,deposition,,Listed-company filing signal,available,qualitative,industry_presence,medium,CN_FILING_NAURA_2025,2025,"Corporate filing evidence: scale, R&D intensity, customer-service expansion"
obs_0170,company,ent_acm_sh,Shanghai,Shanghai,etch_clean,,Listed-company filing signal,available,qualitative,industry_presence,medium,CN_FILING_ACM_SH_2025,2025,Corporate filing evidence: clean/strip product and service-heavy workforce
obs_0171,company,ent_piotech,Shenyang,Liaoning,deposition,,Listed-company filing signal,available,qualitative,industry_presence,medium,CN_FILING_PIOTECH_2025,2025,Corporate filing evidence: deposition product families and demand mechanics
obs_0172,company,ent_jingce,Wuhan,Hubei,metrology_inspection,,Listed-company filing signal,available,qualitative,industry_presence,medium,CN_FILING_JINGCE_2025,2025,Corporate filing evidence: metrology/inspection product taxonomy
